Average of Min and Max,Firstdayeachmonth,Company + Product,Company + Variation,Secured PL,productcount,Extrarepaypoints,dailyrepaypoints,weeklyrepaypoints,Monthlyrepaypoints,fortnightlyrepaypoints,Quarterlyrepaypoints,redrawfacilitypoints,redrawactivationfeepenalty,Unsecuredpoints,earlyexitfeepenalty,totalpoints,norepaymentlimitpoints,Past Year Filter (In Progress),variationidtemp,average_rate,Initial_Repayment,balance_outstanding,Repayment,fees,Total_Cost,Personal/Car Loan Bucketing,Number of Records,Car Loan,Unsecured PL,Adminnotes,applicationfeesdollar (custom sql query1),Applicationfeesdollar,applicationfeespercent (custom sql query1),Applicationfeespercent,collectiondate (custom sql query1),Collectiondate,Companycode,Companyid,Companyname,comparisonratecar,comparisonratepersonal,description (custom sql query1),Description,Docreleasefees,Earlyexitpenaltyfee,Earlyexitpenaltyfeeperiod,Encumbrancecheckfees,extrarepaymentdollarlimits,extrarepaymentdollarlimitsperiod,filename (custom sql query1),filename,Hasearlyexitpenalty,Hasearlyexitpenaltyfeesvaries,Hasredrawfacility,introrate,introterm,Isboatallowed,Iscarloan,Iscontractemploymentaccepted,Isdebtconsolidationallowed,Isdiscontinued,Isextrarepaymentsallowed,Isfulltimeemploymentaccepted,Isfullydrawnadvance,Isholidaysallowed,Islineofcredit,Ismedicalbillallowed,Ismotorcycleallowed,Isnewcarallowed,Isparttimeemploymentaccepted,Ispersonalloan,Isrcspecial,Isrenovationallowed,Isrestrictedtocurrenthlcustomer,Issecuredbydeposit,Issecuredbyproperty,Issecuredbyvehicle,Isselfemploymentaccepted,Issharesallowed,Isspecial,Isstudentallowed,Isusedcarallowed,Isweddingallowed,maxloanamount,maxloanterm,Maxrate,Minimumincome,Minimumyearsaddress,minloanamount,minloanterm,Minrate,Minredrawamount,Missedpaymentpenalty,Ongoingfees,Ongoingfeesfrequency,Otherbenefits,Otherfees,Otherpurposes,Otherrestrictions,productid (custom sql query1),Productid,Redrawactivationfee,Repaymentfreq,Repaymenttype,Securedbyothers,Securedtype,Specialconditions,uuid (custom sql query1),Uuid,variationid
13.99,False,People's Choice Credit Union - 581ff6e0a949c9659bf95c2a,People's Choice Credit Union - Unsecured Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,People's Choice Credit Union - e14dbedb-ee6b-4573-9d05-4b968d882f9b - 12 to 84,13.99,697.892004061,,41873.520243650,0,41873.520243650,PnotC,1,,,,,250,,0,19/03/2018,19/03/2018,ACC,b5c47777-4f25-48fa-9f10-671b7938428e,People's Choice Credit Union,,15.78,Unsecured Personal Loan,Unsecured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,NO,YES,YES,YES,40000,84,13.99,0,0,2000,12,13.99,0,25,0,Monthly,,0,,,581ff6e0a949c96,581ff6e0a949c9659bf95c2a,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,e14dbedb-ee6b-4573-9d05-4b968d882f9b,e14dbedb-ee6b-4573-9d05-4b968d882f9b,510709
9.99,False,Police Bank - 581ff6e0a949c9659bf95c2c,Police Bank - Personal Loan Fixed,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Police Bank - 8a865459-0b7f-487c-b590-b3d77aeecc08 - 12 to 84,9.99,637.263739137,,38235.824348211,0,38235.824348211,PnotC,1,,,,,98,,0,19/03/2018,19/03/2018,PCUN,c2b0398b-6c10-4b61-92cb-df9a1ced6768,Police Bank,,10.67,Personal Loan Fixed,Personal Loan Fixed,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,84,9.99,0,0,1000,12,9.99,0,10,0,Monthly,,0,,,581ff6e0a949c96,581ff6e0a949c9659bf95c2c,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,8a865459-0b7f-487c-b590-b3d77aeecc08,8a865459-0b7f-487c-b590-b3d77aeecc08,510713
6.49,False,Police Bank - 581ff6e0a949c9659bf95c2e,Police Bank - Green Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Police Bank - 3a79a277-125e-4860-8403-c226cd1c9d90 - 12 to 84,6.49,586.843937301,,35210.636238042,0,35210.636238042,PnotC,1,,,,,98,,0,19/03/2018,19/03/2018,PCUN,c2b0398b-6c10-4b61-92cb-df9a1ced6768,Police Bank,,7.15,Green Loan,Green Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,99999999,84,6.49,0,0,1000,12,6.49,0,10,0,Monthly,,0,"borrowing for a green initiative, eg. solar hot water systems, rainwater tanks, green vehicles or top energy savings white goods",,581ff6e0a949c96,581ff6e0a949c9659bf95c2e,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,3a79a277-125e-4860-8403-c226cd1c9d90,3a79a277-125e-4860-8403-c226cd1c9d90,510717
10.99,False,QBANK - 581ff6e0a949c9659bf95c33,QBANK - Discount Rate All Purpose Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,QBANK - e23915a5-9b8c-48bd-b92c-b5f678ab5526 - 12 to 84,10.99,652.123089499,,39127.385369951,0,39127.385369951,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,QPCU,f2c804e6-7865-404c-aaef-945f8ae12cdf,QBANK,11.21,12.04,Discount Rate All Purpose Loan,Discount Rate All Purpose Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,75000,84,10.99,0,0,5000,12,10.99,0,0,0,Monthly,,0,,,581ff6e0a949c96,581ff6e0a949c9659bf95c33,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,e23915a5-9b8c-48bd-b92c-b5f678ab5526,e23915a5-9b8c-48bd-b92c-b5f678ab5526,510721
7.09,False,Qudos Bank - 581ff6e0a949c9659bf95c39,Qudos Bank - Car Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Qudos Bank - 2a022c4d-6ccc-4714-b371-1888668f89dc - 0 to 84,7.09,595.310646788,,35718.638807269,0,35718.638807269,CnotP,1,,,,,150,,0,19/03/2018,19/03/2018,QSCU,79d4b1a3-9c4c-42dd-8749-c1cf747172f8,Qudos Bank,7.3,,Car Loan,Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,7.09,0,0,10000,0,7.09,0,0,0,Monthly,,0,,,581ff6e0a949c96,581ff6e0a949c9659bf95c39,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,2a022c4d-6ccc-4714-b371-1888668f89dc,2a022c4d-6ccc-4714-b371-1888668f89dc,510733
8.69,False,Queenslanders Credit Union - 581ff6e1a949c9659bf95c41,Queenslanders Credit Union - Personal Loan Secured by Term Deposit,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Queenslanders Credit Union - 71cdb301-7baa-4a87-a661-bc48d7d93d04 - 12 to 84,8.69,618.246778375,,37094.806702507,0,37094.806702507,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,QPS,da920228-7fb2-44e2-a402-d934607fac62,Queenslanders Credit Union,8.9,9.72,Personal Loan Secured by Term Deposit,Personal Loan Secured by Term Deposit,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,99999999,84,8.69,0,0,0,12,8.69,0,20,0,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c41,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,71cdb301-7baa-4a87-a661-bc48d7d93d04,71cdb301-7baa-4a87-a661-bc48d7d93d04,510753
15.99,False,Regional Australia Bank - 581ff6e1a949c9659bf95c51,Regional Australia Bank - Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Regional Australia Bank - 1d0e8933-13ec-4516-97a8-cb92a61456ff - 0 to 84,15.99,729.382323356,,43762.939401368,0,43762.939401368,PnotC,1,,,,,195,,0,19/03/2018,19/03/2018,NECU,e880ce6f-b2ba-4909-b5f3-34927a6fb878,Regional Australia Bank,,17.4,Personal Loan,Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,99999999,84,15.99,0,0,500,0,15.99,0,0,0,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c51,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,1d0e8933-13ec-4516-97a8-cb92a61456ff,1d0e8933-13ec-4516-97a8-cb92a61456ff,510787
7.95,False,SCU - 581ff6e1a949c9659bf95c55,SCU - Car Loan Fixed,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,SCU - 991dc407-1a96-44c8-8c31-1262b0acacca - 1 to 84,7.95,607.574206087,,36454.452365224,0,36454.452365224,CnotP,1,,,,,100,,0,19/03/2018,19/03/2018,SCU,7487ebc3-e463-45ad-91b6-cb25dcc3a86f,SCU,7.95,,Car Loan Fixed,Car Loan Fixed,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,50000,84,7.95,0,0,10000,1,7.95,0,25,0,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c55,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,991dc407-1a96-44c8-8c31-1262b0acacca,991dc407-1a96-44c8-8c31-1262b0acacca,510795
6.45,False,Endeavour Mutual Bank - 581ff6e1a949c9659bf95c59,Endeavour Mutual Bank - New Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Endeavour Mutual Bank - 59b359e6-bba1-46d1-b463-f26760d2c5f6 - 12 to 84,6.45,586.282104712,,35176.926282727,0,35176.926282727,CnotP,1,,,,,150,,0,19/03/2018,19/03/2018,SEEC,2c0932fe-8554-4853-b9db-77415d1ff31d,Endeavour Mutual Bank,6.66,7.47,New Car Loan,New Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,80000,84,6.45,0,0,10000,12,6.45,0,0,0,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c59,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,59b359e6-bba1-46d1-b463-f26760d2c5f6,59b359e6-bba1-46d1-b463-f26760d2c5f6,510803
10.99,False,Endeavour Mutual Bank - 581ff6e1a949c9659bf95c5b,Endeavour Mutual Bank - Overdraft,,1,0,0,0.5,0.5,0,0,0,0,0,0,1,5,3,Endeavour Mutual Bank - d18459c2-a0e6-4263-aec0-224912962797 - 0 to 999,10.99,652.123089499,,39127.385369951,0,39127.385369951,PnotC,1,,,,,50,,0,19/03/2018,19/03/2018,SEEC,2c0932fe-8554-4853-b9db-77415d1ff31d,Endeavour Mutual Bank,,11.34,Overdraft,Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,999,10.99,0,0,5000,0,10.99,0,0,0,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c5b,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,d18459c2-a0e6-4263-aec0-224912962797,d18459c2-a0e6-4263-aec0-224912962797,510807
15.99,False,Endeavour Mutual Bank - 581ff6e1a949c9659bf95c5d,Endeavour Mutual Bank - Debt Consolidation Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Endeavour Mutual Bank - 32d03346-5885-40d7-9adc-f670264c81b0 - 0 to 84,15.99,729.382323356,,43762.939401368,0,43762.939401368,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,SEEC,2c0932fe-8554-4853-b9db-77415d1ff31d,Endeavour Mutual Bank,,17.07,Debt Consolidation Loan,Debt Consolidation Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,50000,84,15.99,0,0,1000,0,15.99,0,0,0,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c5d,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,32d03346-5885-40d7-9adc-f670264c81b0,32d03346-5885-40d7-9adc-f670264c81b0,510811
9.99,False,SERVICE ONE Alliance Bank - 581ff6e1a949c9659bf95c5f,SERVICE ONE Alliance Bank - Unsecured Eco Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,SERVICE ONE Alliance Bank - d530eb8a-6e8d-4a6c-8413-af33618c2730 - 0 to 84,9.99,637.263739137,,38235.824348211,300,38535.824348211,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,UNCO,66804615-4a44-4eaf-98b6-7f5b31a5d9b2,SERVICE ONE Alliance Bank,10.55,12.11,Unsecured Eco Personal Loan,Unsecured Eco Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,50000,84,9.99,0,0,0,0,9.99,0,30,5,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c5f,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,d530eb8a-6e8d-4a6c-8413-af33618c2730,d530eb8a-6e8d-4a6c-8413-af33618c2730,510815
9.99,False,SERVICE ONE Alliance Bank - 581ff6e1a949c9659bf95c61,SERVICE ONE Alliance Bank - Secured Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,SERVICE ONE Alliance Bank - d11d0ada-5cdc-4839-8ddc-a2b1cc6e728b - 0 to 84,9.99,637.263739137,,38235.824348211,300,38535.824348211,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,UNCO,66804615-4a44-4eaf-98b6-7f5b31a5d9b2,SERVICE ONE Alliance Bank,10.55,12.11,Secured Personal Loan,Secured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,75000,84,9.99,0,0,0,0,9.99,0,30,5,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c61,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,d11d0ada-5cdc-4839-8ddc-a2b1cc6e728b,d11d0ada-5cdc-4839-8ddc-a2b1cc6e728b,510819
15,False,SERVICE ONE Alliance Bank - 581ff6e1a949c9659bf95c63,SERVICE ONE Alliance Bank - Student Overdraft,,1,0,0,0.5,0.5,0,0,0,0,0,0,1,5,3,SERVICE ONE Alliance Bank - db56dbf7-c697-4b5d-ae09-53d37f0b2cf8 - 0 to 84,15,713.697902591,,42821.874155446,0,42821.874155446,PnotC,1,,,,,0,,0,19/03/2018,19/03/2018,UNCO,66804615-4a44-4eaf-98b6-7f5b31a5d9b2,SERVICE ONE Alliance Bank,,15,Student Overdraft,Student Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,84,15,0,0,0,0,15,0,30,0,Monthly,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c63,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,db56dbf7-c697-4b5d-ae09-53d37f0b2cf8,db56dbf7-c697-4b5d-ae09-53d37f0b2cf8,510823
16.5,False,SERVICE ONE Alliance Bank - 581ff6e1a949c9659bf95c65,SERVICE ONE Alliance Bank - Personal Overdraft,,1,0,0,0.5,0.5,0,0,0,0,0,0,1,5,3,SERVICE ONE Alliance Bank - a7b6edeb-c318-412a-9c78-49038fa6f32b - 0 to 999,16.5,737.535632890,,44252.137973380,500,44752.137973380,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,UNCO,66804615-4a44-4eaf-98b6-7f5b31a5d9b2,SERVICE ONE Alliance Bank,,19.44,Personal Overdraft,Personal Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,999,16.5,0,0,1000,0,16.5,0,30,100,Annually,,0,,,581ff6e1a949c96,581ff6e1a949c9659bf95c65,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,a7b6edeb-c318-412a-9c78-49038fa6f32b,a7b6edeb-c318-412a-9c78-49038fa6f32b,510827
7.29,False,Southern Cross Credit Union - 581ff6e2a949c9659bf95c6c,Southern Cross Credit Union - Green Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Southern Cross Credit Union - 491a0efb-8751-43f5-afba-5b4cc5620af6 - 12 to 84,7.29,598.149204094,,35888.952245641,0,35888.952245641,PnotC,1,,,,,125,,0,19/03/2018,19/03/2018,TBCU,0d567fc9-784a-4a0e-8780-ecadbb66fd20,Southern Cross Credit Union,,8.14,Green Personal Loan,Green Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,35000,84,7.29,0,0,10000,12,7.29,0,0,0,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c6c,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,491a0efb-8751-43f5-afba-5b4cc5620af6,491a0efb-8751-43f5-afba-5b4cc5620af6,510849
7.49,False,Southern Cross Credit Union - 581ff6e2a949c9659bf95c6e,Southern Cross Credit Union - Fully Secured Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Southern Cross Credit Union - cd11f063-9475-429b-aed0-7a0984c9c991 - 6 to 120,7.49,600.995908899,,36059.754533937,0,36059.754533937,PandC,1,,,,,250,,0,19/03/2018,19/03/2018,TBCU,0d567fc9-784a-4a0e-8780-ecadbb66fd20,Southern Cross Credit Union,7.84,9.21,Fully Secured Personal Loan,Fully Secured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,99999999,120,7.49,0,0,1000,6,7.49,0,0,0,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c6e,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,cd11f063-9475-429b-aed0-7a0984c9c991,cd11f063-9475-429b-aed0-7a0984c9c991,510853
6.22,False,Summerland Credit Union - 581ff6e2a949c9659bf95c76,Summerland Credit Union - Equity Plus Personal Loan Secured,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Summerland Credit Union - 91f9e454-cf13-422d-b101-0023da7d6f6f - 0 to 84,6.22,583.057918308,,34983.47509849,300,35283.47509849,PnotC,1,,,,,175,,0,19/03/2018,19/03/2018,SUMM,101cf80d-5959-468c-bc8f-e333bcbca536,Summerland Credit Union,,8.52,Equity Plus Personal Loan Secured,Equity Plus Personal Loan Secured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,84,6.22,0,0,3000,0,6.22,0,0,5,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c76,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,91f9e454-cf13-422d-b101-0023da7d6f6f,91f9e454-cf13-422d-b101-0023da7d6f6f,510871
6.99,False,Summerland Credit Union - 581ff6e2a949c9659bf95c78,Summerland Credit Union - Car Loan Secured,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Summerland Credit Union - 2fbaac06-1ba1-4a53-9138-0016de6e3918 - 0 to 84,6.99,593.894425896,,35633.665553778,300,35933.665553778,CnotP,1,,,,,175,,0,19/03/2018,19/03/2018,SUMM,101cf80d-5959-468c-bc8f-e333bcbca536,Summerland Credit Union,7.59,,Car Loan Secured,Car Loan Secured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,99999999,84,6.99,0,0,5000,0,6.99,0,0,5,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c78,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,2fbaac06-1ba1-4a53-9138-0016de6e3918,2fbaac06-1ba1-4a53-9138-0016de6e3918,510875
8.22,False,Summerland Credit Union - 581ff6e2a949c9659bf95c7a,Summerland Credit Union - Equity Plus Personal Loan Unsecured,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Summerland Credit Union - 211690f7-5405-496c-a839-4b67ef025d9c - 0 to 84,8.22,611.455394172,,36687.323650323,300,36987.323650323,PnotC,1,,,,,175,,0,19/03/2018,19/03/2018,SUMM,101cf80d-5959-468c-bc8f-e333bcbca536,Summerland Credit Union,,10.52,Equity Plus Personal Loan Unsecured,Equity Plus Personal Loan Unsecured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,84,8.22,0,0,3000,0,8.22,0,0,5,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c7a,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,211690f7-5405-496c-a839-4b67ef025d9c,211690f7-5405-496c-a839-4b67ef025d9c,510881
10.99,False,Suncorp Bank - 581ff6e2a949c9659bf95c7c,Suncorp Bank - Unsecured Personal Loan Fixed,,1,5,0,0.5,0.5,0,0,0,0,0,-3,6,5,3,Suncorp Bank - b3fab533-474f-4747-a611-db6f8668cca7 - 0 to 84,10.99,652.123089499,,39127.385369951,300,39427.385369951,PnotC,1,,,,,175,,0,19/03/2018,19/03/2018,SUMW,1ad010bf-5b30-4d8c-94aa-271a23edb3a8,Suncorp Bank,,13.29,Unsecured Personal Loan Fixed,Unsecured Personal Loan Fixed,0,300,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,84,10.99,0,0,5000,0,10.99,0,20,5,Monthly,,0,,,581ff6e2a949c96,581ff6e2a949c9659bf95c7c,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,b3fab533-474f-4747-a611-db6f8668cca7,b3fab533-474f-4747-a611-db6f8668cca7,510885
